Title,Writer,Genre,View Count,Rating,Episode Count,Comment Count,Story,Hashtags,Age Rating
수상한 레시피,콤,BL,56.6만,9.9,전체33,전체 940,"어릴적 괴롭힘 당하던 자신을 구해주었던 동네 형에게 느낀 미묘한 감정들.. 시간흘러 다시 만나게 된 동경했던 형, 태수를 넘어뜨리기(?) 위한 정혁의 본격적인 작업을 시작한다.",해시태그 없음,전체이용가
청년시장,"손규호,카리보",드라마,"3,299.9만",9.8,전체158,전체 1.9만,"29살까지 취업하지 못한 자들이 모두 ‘청년시장’으로 끌려 간다면?
세상에서 가장 위험한 청년들의 이야기가 시작된다!!!",해시태그 없음,전체이용가
바리왕자,"감자독,마키",BL,885.3만,9.9,전체107,"전체 6,085",":: 매주 월요일 업데이트!! ::


BL소설 <우리들의 혼탁한 레종데트르>의 감자독 작가와 마키 작가의 신작 <바리왕자>


야메 무당과 귀신 붙은 CEO의 신들린 로맨스
 

무속계의 프린스 김요한. 귀신 같은 신기로 유명한 그는 사실 SNS를 이용한 철저한 예습(?)으로 꼼수 영업중이다.
 
금수저 30대 CEO 백윤성. 어느 날 보이기 시작한 이상한 남자 때문에 완벽했던 일상이 망가지기 시작한다.
백윤성은 온갖 시도 끝에 이름 높은 청담동 매화 도사 김요한을 찾아간다.
 
게으른 신을 모시는 요한과 장군 신이 들러붙은 CEO의 신들린 로맨스가 시작된다!

* <바리왕자> 외전은 15세 이용가 기준에 의거해 일부 내용을 수정한 개정판 입니다. 참고 부탁 드립니다.",해시태그 없음,15세이용가
그놈은 여고생,백영민,드라마,460.6만,9.9,전체82,"전체 3,248",'최강'이라 불린 고등학생 최강배. 그가 치마를 입고 여학생이 된 이유는?,"#학원물, #권선징악, #복수, #가족, #학생, #이야기중심",15세이용가
삼생삼세 십리도화,"당칠,소우,태평",로판,464.3만,9.8,전체58,"전체 5,373","도화(桃花)숲, 삼생의 인연이 시작되는 곳, 여기서 천족 태자 야화(夜華)와 속세의 여인 소소(素素)가 만나 사랑에 빠지게 된다. 임신한 소소는 야화를 따라 천계(天界)로 올라가게 되는데 천족의 멸시를 당할 뿐만 아니라 야화를 좋아하는 소금(素錦) 천비의 꾀에 넘어가 두 눈을 잃게 된다. 야화의 오해를 받아 속상한 그녀는 출산 후 주선대(誅仙臺)에서 뛰어내려 본래의 살았던 곳으로 돌아가려고 하지만, 오히려 그녀는 자신이 청구(靑丘)국의 백천(白淺) 상신(上神)이라는 원신(元神)을 되찾게 된다.
사랑하는 아내를 잃고 고통 속에서 헤어나오지 못하는 천족 태자 야화와 소소였던 전생의 기억을 잃고 새롭게 돌아온 백천 상신, 이번 생에 두 사람 사이에는 또 어떤 이야기가 펼쳐질까?",해시태그 없음,전체이용가
블루홀 메리지,한송이,로맨스,"2,625.8만",10.0,전체134,전체 2.5만,"""내가 전직 아이돌, 그중 가장 인기 없는 멤버와 결혼했다고?”


1세대 아이돌 × 인기 로맨스 소설가.
만천하가 알게 된 그들의 결혼 생활 이야기! 

1세대 아이돌이었던 화려했던 과거를 소재 삼아 
근근이 방송인 타이틀만 유지 중인 연예인 최강일(33세). 
그도 별이었던 때가 있었다. 
인기 아이돌 그룹 L.I.P(Lucid  infinite  Passion)의 멤버로 
정상의 인기를 누렸었으나 
15년 전, 그룹이 돌연 해체하며 현재에 이르게 된다. 
재미없는 방송인으로 동정 섞인 비웃음을 받아도
스케줄이 있는 날보다 없는 날이 더 많아도 속없이 웃을 뿐이지만
사실 그에게는 알려지지 않은 비밀(?)이 있다. 
그가 ‘유부남’이라는 것이다!!!

필명 '박수'. 
인기 로맨스 소설 작가 박해수(33세)는 글 변비에 된통 걸렸다. 
'글을 쓴 지 어언 10년째 
= 유레카처럼 영감이 오지 않는 삶을 산 지 10년째'라는 말이다.
그저 썼다 지웠다 무한 반복을 하며 
문장을 다듬고 작가생활을 계속하다 보니 
인기 작가란 명성도 얻게 되었지만, 
박수란 필명 뒤에 그녀의 사생활은 철저히 비밀에 싸여 있다. 
그렇다. 

전직 아이돌 최강일과 인기 로맨스 소설 작가 박해수는 부부다. 
굳이 숨기지 않았었다. 아무도 관심이 없었을 뿐. 

부부라는 길을 함께 걷고 있지만 
각자의 호흡으로 삶을 꾸려 가던 강일과 해수.
그들이 갑자기 세간의 주목을 받게 되며, 
15년 전의 해묵은 갈등도 재점화되는데! 

************************************************

<김영자 부띠끄에 어서 오세요>, 
<보통 연애 다들 하고 계십니까?>로 
2030 여성 독자들의 고민과 일상을 
담당하고 재치 있게 풀어 내는 작가, 한송이의 최신작!


[로고 및 표지 디자인] 디자인그룹 헌드레드

************************************************

웹툰 [블루홀 메리지]는 매주 금요일, 주1회 연재됩니다.","#현대로맨스, #가족물, #운명, #다정남, #순정남, #능력녀, #자상녀, #외유내강, #다정녀, #달달물, #드라마",전체이용가
사춘기 메들리 + 당신과 당신의 도서관,곽인근,드라마,26.5만,10.0,전체69,전체 530,"풋풋하기만 했던 고등학생 시절, 인생 최대 위기가 찾아왔다!
사상초유 엘리트 된장녀가 던지는 화끈한 인격모독!","#학원물, #성장물, #친구, #첫사랑, #학생, #취업준비생, #이야기중심",전체이용가
군주의 여인,"원작 독연,박다연",로판,"2,982.2만",9.7,전체100,전체 1.9만,"* 본 상품은 <군주의 여인> 시즌 1과 시즌2과 합쳐진 '완전판' 상품으로 15세 연령가로 판매 됨을 알려드립니다.

레이아 폰 카일로스 아르제. 이름뿐인 황후. 황후의 자리는 언제 어디서나 최고로 주목받고자 하는 제 과시욕을 충만하게 채워주는 훌륭한 도구였다. 비록 빈껍데기조차 내주지 않던 황제의 허울뿐인 반려라 할지라도. '그래서 행복했다. 아니, 행복… 했나?' 아무리 권력을 탐하고 부귀영화를 누릴지라도 단 한 번도 행복한 적 없었다는 것을. 가문도 잃고 모든 것을 잃은 순간 뒤늦게 자신의 잘못을 깨달았다. '저에게 관심 한 번 주신 적 없지요, 폐하. 이제 이 마음... 손에서 놓으렵니다.' 잘못을 뉘우치고, 황제에 대한 집착을 놓았다. 그리고 죽음을 맞았다. 하지만 다시 눈을 뜬 순간, 20년 전 과거로 돌아와 있었는데...",해시태그 없음,15세이용가
아디오스 에이프릴,혜빈,로판,451.7만,10.0,전체168,"전체 4,044","신의 축복과 마법 그리고 과학이 함께 공존하는 시대, 그곳에서 벌어지는 아련하고도 사랑스러운 이야기― 가난하지만 언니가 있어 외롭지 않았던 소녀는 언니의 죽음과 함께 홀로 세상에 버려지게 된다. 돈 몇 푼에 팔려 새 주인을 기다리던 중, 아스테리아 공작의 눈에 들어 그녀의 성에 몸을 의탁하게 된 소녀는 운명처럼 아름다운 새 주인을 만나게 되는데…!! 과연 그들의 운명의 수레바퀴는 어디로 굴러가는 걸까? 

[매주 금요일 업데이트]",해시태그 없음,15세이용가
울트라 비서,"여우,김진희",로맨스,"2,953.5만",9.9,전체100,전체 1.4만,"고려 왕조 후손으로 뼈대 있는 집안에서 태어난 왕원은 훨친한 키와 화려한 외모, 국내에 손꼽히는 엔터테인먼트를 운영할 정도의 재력을 모두 갖춘 재벌남이지만 딱 한 가지 흠이 있다. 바로 먼 조상이 영물인 흰 노루를 사냥해 영물의 저주(?)를 받아 왕 씨 집안에서 태어난 남자들은 짧으면 서른, 길어봤자 마흔을 넘기지 못하는 사주를 타고난 것. 타고난 단명 사주를 극복하고, 자신의 재산을 독차지하려는 삼촌과의 재력 싸움에 힘겨운 왕원에게 삼촌이 붙여준 어수룩한 여 비서가 발목을 잡는다. 헌데, 알고 보니 이 여 비서, 오감이 깨어 있는 초울트라 만능 비서였다!!!

[매주 화요일 업데이트]",해시태그 없음,전체이용가
