Title,Writer,Genre,View Count,Rating,Episode Count,Comment Count,Story,Hashtags,Age Rating
하녀와 흡혈귀,"은랑호,하얀말,이돌체",로판,521.5만,9.9,전체77,"전체 4,474","갑작스러운 사고로 이(異) 세계로 오게 된 소녀와
그곳의 유일한 흡혈귀 공작의 스릴 넘치는 로맨스 판타지!

교통사고를 당하고 '솔테라'라는 낯선 세계로 떨어진 아름. 
머리카락 색 때문에 흡혈귀라고 오인당한 그녀는 노예 상인에 의해 공작가에 팔려간다. 
그녀를 산 공작가의 가주 밀러드 트래비스는 이 세계의 유일한 흡혈귀!

어떻게든 살아남고 싶은 아름은 밀러드를 주인으로 깍듯이 모시겠다고 맹세하며 그의 직속 하녀가 된다. 
하루하루 주인의 비위를 맞추는 아름의 정성에 밀러드의 태도가 변하기 시작한다.",해시태그 없음,전체이용가
수상한 단톡방,아이리더,판타지,191.1만,9.1,전체467,"전체 1,490","돈도, 인기도 없는 찌질남 해준.

그는 어느 날 모르는 사용자로부터 단톡방에 초대를 받게 되는데, 닉네임이 노자, 태백금성, 탁탑천왕이라고? 

어딘가 수상한 단톡방에서 얼떨결에 비책을 구매해버린 해준은 특별한 능력을 얻게 되고
그 단톡방이 평범한 곳이 아니라는 걸 눈치채는데...

정체 모를 단톡방 덕분에 180도 달라진 그의 캠퍼스 라이프가 시작된다!","#퓨전, #먼치킨, #시스템, #성장, #무공",15세이용가
가랑가랑,이이영,드라마,191만,9.9,전체47,"전체 1,508","중학교, 은밀하게 여자아이들의 패가 나뉜다. 우유부단한 성격의 홍남새는 눈치만 보다가 무리에서 모두 등한시되고, 선택을 못해 학교에서 홀로 지내게 된 후에도 여전히 선택을 어려워하는 남새는 우연히 주운 동전을 던져 모든 선택을 정하기로 한다. 그 후 동전이 정한 결정은 남새에게 항상 긍정적인 결과를 가져다주는데...!","#학원물, #성장물, #친구, #삼각관계, #학생, #두근거리는",전체이용가
까만남자 하얀여자,도레앙,드라마,451.7만,9.9,전체74,"전체 4,174","사람이 두려워 은둔 생활을 하는 까만남자 현우와
희귀병 머리 때문에 남들의 시선을 멀리하는 하얀여자 몽월의 
관계 개선 트라우마 극복기! 
신예 도레앙 작가의 감성 폭발 연재작!!",해시태그 없음,전체이용가
머리 위로 부는 바람,이이영,로맨스,297.2만,9.9,전체47,"전체 5,135","""스무살 봄이 오기도 전, 그리고 2년 후 너를 다시 만났을 때""

괜찮은 외모, 적당한 성격에 걱정 없는 순탄한 생활을 하던 배연재는
대학교 신입생 OT에서 차은지를 만난다.
배연재는 차은지에게 뭔지 모를 감정을 느끼지만 차은지는 그날 이후 사라진다.

대학생 때 원 없이 놀자는 주의인 배연재는 방탕한 대학 생활을 보내던 중
OT로부터 2년 후, 차은지가 학교에 돌아왔다.","#현대로맨스, #캠퍼스물, #성장물, #우연한만남, #바람둥이, #후회남, #엉뚱발랄녀, #평범녀, #친구>연인, #잔잔물",전체이용가
화장했더니 인기란 것이 폭발해버렷!,나진,드라마,88.2만,9.5,전체55,"전체 1,857","꼰대 아빠의 정체는 뷰티 셀럽?!!

대한민국 대표 꼰대, 강우.
덕분에 이혼당하고 홀로 중학생 딸 우비를 키우고 있지만
(당연히) 딸과의 관계도 좋지 않다.
 
하지만 꼰대도 구르는 재주가 있다고…
강우는 ‘금손’, 그것도 화장의 달인이었다!! 

술김에 여장한 모습을 SNS에 올렸다 일약 스타가 되어버린 강우,
그리고 아빠인 줄 모르고 그녀(?)를 워너비로 삼은 우비.

이 부녀의 앞날은?!!
꼰대 아빠의 은밀한(?) 이중생활 <화장했더니 인기란 것이 폭발해버렷!>


*본 작품은 대구웹툰창작지원센터 웹툰공모전 대상 수상작입니다.",해시태그 없음,전체이용가
옆집남자와 소설가와 기묘한 이야기,별에별,BL,542.7만,9.8,전체164,"전체 4,109","조금 특이하지만 잘나가는 소설가의 옆집에 한 남자가 이사 오게 되고, 그로인해 소설가는 무언가가 조금씩 변해간다. 그리고 마침내 이야기는 끝을 맺게 되는데.","#현대물, #성장물, #우연한만남, #운명, #운명적사랑, #이야기중심, #사랑스러운, #두근거리는, #작화가 쩌는",15세이용가
크로스 더 라인,허윤미,로맨스,"1,719.4만",9.9,전체159,전체 1.3만,"16세, 방화 존속 살인으로 12년형을 받은 은하연. 
그녀는 12년만에 출소하자마자 의붓 아비의 사채 빚으로 조직의 상무, 지태만에게 끌려간다. 
하지만 상품 가치가 떨어진다는 이유로 지태만은 은하연을 집으로 데려가고, 두 사람의 동거가 시작된다. 
자신을 돌보지 못했던 두 사람이 서로를 돌봐가며 작은 빛을 찾아가는 이야기.",해시태그 없음,15세이용가
에이리언 아이돌,지애,드라마,132.2만,10.0,전체131,"전체 3,613","[상처받은 우리의 마음을 보듬어 줄 특별한 아이돌]
행성 '라마'의 폭발로 갈 곳을 잃은 외계인들이 목숨을 걸고 지구로의 워프를 시도한다. 도착한 곳은 지구, 대한민국 서울의 연예기획사 사장의 집. SF마니아인 사장은 놓칠 수 없었다. 지구에서 끝장나게 잘 먹힐 꽃미모의 그들을....!","#가상현실, #판타지물, #현대물, #일상, #가족, #썸, #첫사랑, #친구, #가수, #이종족, #고퀄리티, #남주중심, #여주중심, #이야기중심, #잔잔한",15세이용가
19세기말 비망록,"조부경,DUNDUN",드라마,609.8만,9.9,전체76,"전체 4,038","19세기 말, 영국. 우아한 고저택에는 아름다운 남매가 살고 있다. 릴리안은 드디어 만나게 된
아름다운 오빠를 보고 즐거워 하지만, 같이 살게 된 고저택에는 숨겨진 비밀이 있는데...","#서양풍, #시대물, #음모, #금단의관계, #가족, #고퀄리티",전체이용가
